,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
514,P,FISIKA,G7,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
465,P,FISIKA,G2,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
208,P,FISIKA,G1,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LTW
330,L,FISIKA,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
865,P,MTK,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
1521,P,BIO,G1,SD,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1166,P,MTK,G2,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1267,P,MTK,G2,SD,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1934,P,BIO,G1,LL,PDG,BPN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
215,P,FISIKA,G3,LL,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
240,P,FISIKA,G1,SMP,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
2260,L,IF,G4,SRJN,GRD,LL,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
2202,L,IF,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
234,P,FISIKA,G1,SMTA,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1991,P,BIO,G4,SMTA,BPN,LL,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
1108,P,MTK,G2,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
332,L,FISIKA,G2,SMP,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
2132,L,IF,G6,SRJN,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1219,P,MTK,G4,SMTA,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2104,L,IF,G4,SRJN,PNS,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LLW
899,P,MTK,G6,SMTA,PNS,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1136,P,MTK,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
2072,L,IF,G3,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
964,P,MTK,G2,SD,PDG,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
1838,L,BIO,G4,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1851,P,BIO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
1839,P,BIO,G4,SRJN,GRD,LL,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,LLW
2219,L,IF,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_M,SKS1_B,SKS2_B,LTW
1620,P,BIO,G2,SD,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1741,L,BIO,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
278,L,FISIKA,G2,LL,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1068,P,MTK,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2073,P,IF,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
2095,P,IF,G4,SRJN,PDG,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
906,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
909,P,MTK,G4,SMP,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
247,P,FISIKA,G1,SD,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2159,P,IF,G3,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
203,L,FISIKA,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1724,P,BIO,G4,SMTA,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1143,P,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
193,L,FISIKA,G3,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1730,P,BIO,G5,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2003,P,BIO,G5,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
1785,P,BIO,G2,SD,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1922,L,BIO,G5,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
2090,P,IF,G4,SRJN,GRD,GRD,IPS1_M,IPS2_CUM,SKS1_B,SKS2_B,LLW
1616,P,BIO,G2,SMP,PS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LC
1293,P,MTK,G2,SMTA,PDG,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1038,P,MTK,G4,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
469,L,FISIKA,G3,SMTA,PDG,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,LLW
1642,P,BIO,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2284,P,IF,G2,SMP,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1578,P,BIO,G3,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
151,P,FISIKA,G2,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
350,P,FISIKA,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1829,L,BIO,G4,SRJN,BPN,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
294,L,FISIKA,G2,SD,LL,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
2070,P,IF,G3,SD,PDG,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1510,P,BIO,G3,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
238,P,FISIKA,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1841,P,BIO,G3,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LC
219,P,FISIKA,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1710,P,BIO,G2,SMTA,PS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2187,L,IF,G3,SRJN,PS,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
1586,P,BIO,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2273,P,IF,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2197,P,IF,G6,SRJN,LL,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
307,P,FISIKA,G1,SMTA,PDG,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
852,P,MTK,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
195,P,FISIKA,G1,SD,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
420,L,FISIKA,G3,SMTA,LL,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1783,P,BIO,G2,SMP,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LC
1157,P,MTK,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
423,P,FISIKA,G3,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
440,P,FISIKA,G4,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2087,P,IF,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LLW
375,L,FISIKA,G4,SMP,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1097,P,MTK,G1,SMTA,PDG,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
344,L,FISIKA,G4,SMTA,PDG,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1850,P,BIO,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1306,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1165,P,MTK,G4,SMP,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1571,P,BIO,G4,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
2081,P,IF,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LLW
316,P,FISIKA,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1054,P,MTK,G3,SD,LL,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
1042,L,MTK,G5,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
140,P,FISIKA,G2,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
494,L,FISIKA,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
990,P,MTK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
2316,P,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1945,L,BIO,G3,SMTA,LL,ABRI,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LLW
1992,P,BIO,G2,LL,LL,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LTW
166,L,FISIKA,G3,SMP,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
2176,P,IF,G3,SMTA,PDG,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
292,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
967,P,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
384,P,FISIKA,G3,LL,LL,PSN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1040,P,MTK,G3,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
2057,L,IF,G4,SD,LL,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
426,P,FISIKA,G2,SD,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
319,P,FISIKA,G5,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1069,P,MTK,G3,SRJN,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
430,P,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1860,P,BIO,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1201,P,MTK,G2,SMP,LL,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
399,L,FISIKA,G2,SMP,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
318,P,FISIKA,G1,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1961,P,BIO,G4,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
1933,P,BIO,G4,LL,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
2054,L,IF,G3,SMTA,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1692,P,BIO,G1,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1161,P,MTK,G2,LL,BPN,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1171,P,MTK,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
206,P,FISIKA,G1,SMP,LL,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,LLW
2063,L,IF,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
302,P,FISIKA,G1,SMP,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1568,P,BIO,G1,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
470,P,FISIKA,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2137,L,IF,G3,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1644,P,BIO,G2,SMTA,PS,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
2217,L,IF,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1519,L,BIO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1625,L,BIO,G4,SRJN,GRD,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
148,P,FISIKA,G3,SMTA,LL,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1067,P,MTK,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LLW
323,L,FISIKA,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2194,L,IF,G3,SMTA,PNS,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1543,P,BIO,G3,SRJN,GRD,ABRI,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LTW
356,L,FISIKA,G4,SMP,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1514,P,BIO,G3,SMP,LL,PS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
241,P,FISIKA,G3,SRJN,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
159,P,FISIKA,G1,SD,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
1746,P,BIO,G5,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
884,L,MTK,G3,SRJN,PDG,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
419,L,FISIKA,G3,SMTA,LL,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
